Name,Field_API_Name__c,Test_Config__c,Field_Description__c,Field_Value__c,Picklist_Order__c,Value_Category__c
PupResourceGuardP2PFBecamestiffrigidbit,Puppy_Resource_Guarding_P2_Push_Face__c,Puppy_Resource_Guarding_P2_Push_Face,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid—bit,8,3
PupResourceGuardP2PFBecamethreatened,Puppy_Resource_Guarding_P2_Push_Face__c,Puppy_Resource_Guarding_P2_Push_Face,"Lifted lip or growled. May have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
PupResourceGuardP2PFNotinterested,Puppy_Resource_Guarding_P2_Push_Face__c,Puppy_Resource_Guarding_P2_Push_Face,Puppy wasn't afraid but did not chew. [Re-evaluate],Not interested,10,4
PupResourceGuardP2PFToofearful,Puppy_Resource_Guarding_P2_Push_Face__c,Puppy_Resource_Guarding_P2_Push_Face,Puppy was afraid in general and did not chew. [Re-evaluate],Too fearful,9,4
PupResourceGuardP2TBChewedbutseem,Puppy_Resource_Guarding_P2_Touch_Body__c,Puppy_Resource_Guarding_P2_Touch_Body,"Crouched posture, tail down/tucked. Might have watched people in the room while chewing. Might have flinched, turned to look at hand or stopped chewing when touched. No guarding behavior.",Chewed but seemed nervous,3,1
PupResourceGuardP2TBLeftchewtoin,Puppy_Resource_Guarding_P2_Touch_Body__c,Puppy_Resource_Guarding_P2_Touch_Body,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left chew to interact with tester,2,1
PupResourceGuardP2TBMotivatedtoche,Puppy_Resource_Guarding_P2_Touch_Body__c,Puppy_Resource_Guarding_P2_Touch_Body,"Pushed against Assess-a-Hand, hunkered over chew, body blocked, picked up chew and moved away and/or chewed more quickly but did not escalate. No aggression.",Motivated to chew-not stiff/rigid,4,1
PupResourceGuardP2TBRemainedrelaxed,Puppy_Resource_Guarding_P2_Touch_Body__c,Puppy_Resource_Guarding_P2_Touch_Body,"Chewed at the same pace, looked at tester or hand and/or moved away from chew.",Remained relaxed,1,1
PupResourceGuardP2TBBecameStiffNoEscala,Puppy_Resource_Guarding_P2_Touch_Body__c,Puppy_Resource_Guarding_P2_Touch_Body,"Gave a hard stare, froze, hunkered down over chew, body blocks, and/or chewed more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
PupResourceGuardP2TBStopchewfear,Puppy_Resource_Guarding_P2_Touch_Body__c,Puppy_Resource_Guarding_P2_Touch_Body,"Shrunk away from the chew or Assess-a-Hand. Exhibited moderate to extreme fear (tucked tail, trembled, flinched, yelped/cried, urinated and/or tried to run away).",Stopped chewing-fearful,5,2
PupResourceGuardP2TBBecamestiffrigidbit,Puppy_Resource_Guarding_P2_Touch_Body__c,Puppy_Resource_Guarding_P2_Touch_Body,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid—bit,8,3
PupResourceGuardP2TBstiffthreatened,Puppy_Resource_Guarding_P2_Touch_Body__c,Puppy_Resource_Guarding_P2_Touch_Body,"Lifted lip or growled. May have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
PupResourceGuardP2TBNotinterested,Puppy_Resource_Guarding_P2_Touch_Body__c,Puppy_Resource_Guarding_P2_Touch_Body,Puppy wasn't afraid but did not chew. [Re-evaluate],Not interested,10,4
PupResourceGuardP2TBToofearful,Puppy_Resource_Guarding_P2_Touch_Body__c,Puppy_Resource_Guarding_P2_Touch_Body,Puppy was afraid in general and did not chew. [Re-evaluate],Too fearful,9,4
PupResourceGuardP2TFChewedbutseem,Puppy_Resource_Guarding_P2_Touch_Face__c,Puppy_Resource_Guarding_P2_Touch_Face,"Crouched posture, tail down/tucked. Might have watched people in the room while chewing. Might have flinched, turned to look at hand or stopped chewing when touched. No guarding behavior.",Chewed but seemed nervous,3,1
PupResourceGuardP2TFLeftchewtointeract,Puppy_Resource_Guarding_P2_Touch_Face__c,Puppy_Resource_Guarding_P2_Touch_Face,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left chew to interact with tester,2,1
PupResourceGuardP2TFMotivatedT,Puppy_Resource_Guarding_P2_Touch_Face__c,Puppy_Resource_Guarding_P2_Touch_Face,"Pushed against Assess-a-Hand, hunkered over chew, body blocked, picked up chew and moved away and/or chewed more quickly but did not escalate. No aggression.",Motivated to chew-not stiff/rigid,4,1
PupResourceGuardP2TFRemainedrelaxed,Puppy_Resource_Guarding_P2_Touch_Face__c,Puppy_Resource_Guarding_P2_Touch_Face,"Chewed at the same pace, looked at tester or hand and/or moved away from chew.",Remained relaxed,1,1
PupResourceGuardP2TFBecameStiffNoEscala,Puppy_Resource_Guarding_P2_Touch_Face__c,Puppy_Resource_Guarding_P2_Touch_Face,"Gave a hard stare, froze, hunkered down over chew, body blocks, and/or chewed more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
PupResourceGuardP2TFStopchewfear,Puppy_Resource_Guarding_P2_Touch_Face__c,Puppy_Resource_Guarding_P2_Touch_Face,"Shrunk away from the chew or Assess-a-Hand. Exhibited moderate to extreme fear (tucked tail, trembled, flinched, yelped/cried, urinated and/or tried to run away).",Stopped chewing-fearful,5,2
PupResourceGuardP2TFBecamestiffrigidbit,Puppy_Resource_Guarding_P2_Touch_Face__c,Puppy_Resource_Guarding_P2_Touch_Face,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid—bit,8,3
PupResourceGuardP2TFBecamethreatened,Puppy_Resource_Guarding_P2_Touch_Face__c,Puppy_Resource_Guarding_P2_Touch_Face,"Lifted lip or growled. May have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
PupResourceGuardP2TFNotinterested,Puppy_Resource_Guarding_P2_Touch_Face__c,Puppy_Resource_Guarding_P2_Touch_Face,Puppy wasn't afraid but did not chew. [Re-evaluate],Not interested,10,4
PupResourceGuardP2TFToofearful,Puppy_Resource_Guarding_P2_Touch_Face__c,Puppy_Resource_Guarding_P2_Touch_Face,Puppy was afraid in general and did not chew. [Re-evaluate],Too fearful,9,4
PupResourceGuardP2TNChewedbutseem,Puppy_Resource_Guarding_P2_Touch_Neck__c,Puppy_Resource_Guarding_P2_Touch_Neck,"Crouched posture, tail down/tucked. Might have watched people in the room while chewing. Might have flinched, turned to look at hand or stopped chewing when touched. No guarding behavior.",Chewed but seemed nervous,3,1
PupResourceGuardP2TNLeftChewToIntera,Puppy_Resource_Guarding_P2_Touch_Neck__c,Puppy_Resource_Guarding_P2_Touch_Neck,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left chew to interact with tester,2,1
PupResourceGuardP2TNMotivatedtoche,Puppy_Resource_Guarding_P2_Touch_Neck__c,Puppy_Resource_Guarding_P2_Touch_Neck,"Pushed against Assess-a-Hand, hunkered over chew, body blocked, picked up chew and moved away and/or chewed more quickly but did not escalate. No aggression.",Motivated to chew-not stiff/rigid,4,1
PupResourceGuardP2TNRemainedrelaxed,Puppy_Resource_Guarding_P2_Touch_Neck__c,Puppy_Resource_Guarding_P2_Touch_Neck,"Chewed at the same pace, looked at tester or hand and/or moved away from chew.",Remained relaxed,1,1
PupResourceGuardP2TNBecameStiffNoEscala,Puppy_Resource_Guarding_P2_Touch_Neck__c,Puppy_Resource_Guarding_P2_Touch_Neck,"Gave a hard stare, froze, hunkered down over chew, body blocks, and/or chewed more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
PupResourceGuardP2TNStopchewfear,Puppy_Resource_Guarding_P2_Touch_Neck__c,Puppy_Resource_Guarding_P2_Touch_Neck,"Shrunk away from the chew or Assess-a-Hand. Exhibited moderate to extreme fear (tucked tail, trembled, flinched, yelped/cried, urinated and/or tried to run away).",Stopped chewing-fearful,5,2
PupResourceGuardP2TNBecamestiffrigidbit,Puppy_Resource_Guarding_P2_Touch_Neck__c,Puppy_Resource_Guarding_P2_Touch_Neck,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid—bit,8,3
PupResourceGuardP2TNstiffthreatened,Puppy_Resource_Guarding_P2_Touch_Neck__c,Puppy_Resource_Guarding_P2_Touch_Neck,"Lifted lip or growled. May have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
PupResourceGuardP2TNNotinterested,Puppy_Resource_Guarding_P2_Touch_Neck__c,Puppy_Resource_Guarding_P2_Touch_Neck,Puppy wasn't afraid but did not chew. [Re-evaluate],Not interested,10,4
PupResourceGuardP2TNToofearful,Puppy_Resource_Guarding_P2_Touch_Neck__c,Puppy_Resource_Guarding_P2_Touch_Neck,Puppy was afraid in general and did not chew. [Re-evaluate],Too fearful,9,4
PupRestraintRemainedmainlymotion,Puppy_Restraint__c,Puppy_Restraint,,Remained mainly motionless - tense,2,1
PupRestraintRemainedmainlymotionrelaxed,Puppy_Restraint__c,Puppy_Restraint,,Remained mainly motionless - relaxed,1,
PupRestraintStruggledwithrigidity,Puppy_Restraint__c,Puppy_Restraint,,Struggled periodically - interspersed with rigidity,3,1
PupRestraintStruggledwitrelaxation,Puppy_Restraint__c,Puppy_Restraint,,Struggled periodically - interspersed with relaxation,4,1
PupRestraintStruggledandmouthy,Puppy_Restraint__c,Puppy_Restraint,"Protested by hard mouthing tester's hands, arms or legs.",Struggled and mouthy,6,2
PupRestraintStruggledpersistently,Puppy_Restraint__c,Puppy_Restraint,,Struggled persistently,5,2
PupRestraintBecameaggressive,Puppy_Restraint__c,Puppy_Restraint,"Became stiff and growled, showed teeth, snarled, snapped, attempted to bite or bit tester.",Became aggressive,9,3
PupRestraintStruggledandhadatemp,Puppy_Restraint__c,Puppy_Restraint,"Screamed; hard mouthed tester's hands, arms, or legs and growled.",Struggled and had a temper tantrum,7,3
PupRestraintStruggledandpanicked,Puppy_Restraint__c,Puppy_Restraint,"Fearfully screamed, urinated, defecated, or expressed anal glands.",Struggled and panicked,8,3
PupSocBehP1Approacdistractnviron,Puppy_Social_Behavior_P1__c,Puppy_Social_Behavior_P1,"Before or after greeting, explored, sniffed, etc. Not fearful.",Approached tester-but distracted by the environment,3,1
PupSocBehP1Approachedtestermildlyfearful,Puppy_Social_Behavior_P1__c,Puppy_Social_Behavior_P1,"May have hesitated before approaching. Seemed slightly anxious or timid (ears back, cautious movements, body low, tail down or tucked). May have panted, licked lips or yawned.",Approached tester-mildly fearful,4,1
PupSocBehP1Approachedtesterreadi,Puppy_Social_Behavior_P1__c,Puppy_Social_Behavior_P1,Displayed confident body language. May have jumped up and licked or mouthed the tester.,Approached tester readily-friendly,1,1
PupSocBehP1Approachedtesterreadil,Puppy_Social_Behavior_P1__c,Puppy_Social_Behavior_P1,"Assumed submissive but not fearful posture (ears back, low tail wag, may have licked lips, may have lifted paw or pawed tester, may have submissive urinated).",Approached tester readily submissive,2,1
PupSocBehP1Didnotapproachdistracted,Puppy_Social_Behavior_P1__c,Puppy_Social_Behavior_P1,"Wandered off to explore, not fearful. Sat or laid down alone or is distracted by sights, sounds, smells in the room. Showed no interest in interacting with people.",Did not approach the tester-distracted by environment,6,2
PupSocBehP1Didnotmildlyfearful,Puppy_Social_Behavior_P1__c,Puppy_Social_Behavior_P1,"Seemed slightly anxious or timid (ears back, cautious movements, body low, tail down or tucked). May have exhibited some social behavior from a distance. May have panted, licked lips or yawned.",Did not approach the tester-mildly fearful,5,2
PupSocBehP1Didnotmoderatelyfearful,Puppy_Social_Behavior_P1__c,Puppy_Social_Behavior_P1,"Body low/crouched and tense. Tail down or tucked, ears back. May have panted, licked lips, yawned, and/or trembled. May have exhibited some social behavior from a distance.",Did not approach the tester-moderately fearful,7,2
PupSocBehP1Becameaggressive,Puppy_Social_Behavior_P1__c,Puppy_Social_Behavior_P1,"Growled, showed teeth, snapped, snarled, attempted to bite or bit tester.",Became aggressive,9,3
PupSocBehP1Didnextremelyfearful,Puppy_Social_Behavior_P1__c,Puppy_Social_Behavior_P1,"Might have panicked and attempted to hide or escape from the room. Might have been in a catatonic state: expressionless, motionless, unresponsive. No social behavior.",Did not approach tester-extremely fearful,8,3
PupSocBehP2Followeddistractedenvironment,Puppy_Social_Behavior_P2__c,Puppy_Social_Behavior_P2,"Before or after following, explored, sniffed, etc. Not fearful.",Followed tester-but distracted by the environment,3,1
PupSocBehP2Followedtestermildlyfearful,Puppy_Social_Behavior_P2__c,Puppy_Social_Behavior_P2,"May have hesitated before following. Seemed slightly anxious or timid (ears back, cautious movements, body low, tail down or tucked). May have panted, licked lips or yawned.",Followed tester-mildly fearful,4,1
PupSocBehP2Followedtesterreadil,Puppy_Social_Behavior_P2__c,Puppy_Social_Behavior_P2,"Assumed submissive but not fearful posture (ears back, low tail wagged, may have lick lips, may have lifted paws or pawed tester, may have submissively urinated).",Followed tester readily-submissive,2,1
PupSocBehP2Followedtesterreadilyfriendly,Puppy_Social_Behavior_P2__c,Puppy_Social_Behavior_P2,Displayed confident body language. May have jumped up and licked or mouthed the tester.,Followed tester readily-friendly,1,1
PupSocBehP2Didnotdistractedenvironment,Puppy_Social_Behavior_P2__c,Puppy_Social_Behavior_P2,"Wandered off to explore. Not fearful. Sat or lied down alone or was distracted by sights, sounds, smells in the room. Showed no interest in interacting with people.",Did not follow a tester-distracted by environment,6,2
PupSocBehP2Didnotfollowmoderatelyfearful,Puppy_Social_Behavior_P2__c,Puppy_Social_Behavior_P2,"Body low/crouched and tense, tail down or tucked, ears back. May have panted, licked lips, yawned, and/or trembled. May have exhibited some social behavior from a distance.",Did not follow the tester-moderately fearful,7,2
PupSocBehP2Didnotmildlyfearful,Puppy_Social_Behavior_P2__c,Puppy_Social_Behavior_P2,"Seemed slightly anxious or timid (ears back, cautious movements, body low, tail down or tucked). May have exhibited some social behavior from a distance. May have panted, licked lips or yawned.",Did not follow tester-mildly fearful,5,2
PupSocBehP2Becameaggressive,Puppy_Social_Behavior_P2__c,Puppy_Social_Behavior_P2,"Growled, showed teeth, snapped, snarled, attempted to bite or bit tester.",Became aggressive,9,3
PupSocBehP2Didnotxtremelyfearful,Puppy_Social_Behavior_P2__c,Puppy_Social_Behavior_P2,"Might have panicked and attempted to hide or escape from the room. Might have been in a catatonic state: expressionless, motionless, unresponsive. No social behavior.",Did not follow tester-extremely fearful,8,3
ResourceGuardingP1__relaxed,Resource_Guarding_P1_Push_Face__c,Resource_Guarding_P1_PF,"Ate at the same pace, looked at tester or hand and/or moved away from bowl.",Remained relaxed,1,1
ResourceGuardingP1__seemed_nervous,Resource_Guarding_P1_Push_Face__c,Resource_Guarding_P1_PF,"Crouched posture, tail down/tucked. Might have watched people in room while eating. Might have flinched, turned to look at hand or stopped eating when touched. No guarding behavior.",Ate but seemed nervous,3,1
ResourceGuardingP1_Left_bowl,Resource_Guarding_P1_Push_Face__c,Resource_Guarding_P1_PF,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left bowl to interact with tester,2,1
ResourceGuardingP1_Motivated_to_eat,Resource_Guarding_P1_Push_Face__c,Resource_Guarding_P1_PF,"Resisted being pushed out of bowl, hunkered over it, body blocked, picked it up and moved away and/or ate more quickly but did not escalate. No aggression.",Motivated to eat-not stiff/rigid,4,1
ResourceGuardingP1_rigidno_escalation,Resource_Guarding_P1_Push_Face__c,Resource_Guarding_P1_PF,"Gave hard stare, froze, hunkered down over bowl, body blocked, and/or ate more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
ResourceGuardingP1_Stopped_eating,Resource_Guarding_P1_Push_Face__c,Resource_Guarding_P1_PF,"Shrank away from the bowl or Assess-a-Hand, was extremely frightened (tucked tail, flinched, yelped/cried, urinated and/or tried to run away).",Stopped eating-fearful,5,2
ResourceGuardingP1_rigidthreatened,Resource_Guarding_P1_Push_Face__c,Resource_Guarding_P1_PF,"Lifted lip or growled, may have raised hackles and/or gave ""hard eye.",Became stiff/rigid-threatened,7,3
ResourceGuardingP1_rigid—bit,Resource_Guarding_P1_Push_Face__c,Resource_Guarding_P1_PF,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid—bit,8,3
ResourceGuardingP1_Not_interested,Resource_Guarding_P1_Push_Face__c,Resource_Guarding_P1_PF,Dog wasn’t afraid but did not eat. [Re-evaluate],Not interested,10,4
ResourceGuardingP1_Too_fearful,Resource_Guarding_P1_Push_Face__c,Resource_Guarding_P1_PF,Dog was afraid in general and did not eat. [Re-evaluate],Too fearful,9,4
Resource_Guarding_P1_TB_Left_bowl,Resource_Guarding_P1_Touch_Body__c,Resource_Guarding_P1_TB,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left bowl to interact with tester,2,1
Resource_Guarding_P1_TB_Motivated_to_eat,Resource_Guarding_P1_Touch_Body__c,Resource_Guarding_P1_TB,"Resisted being pushed out of bowl, hunkered over it, body blocked, picked it up and moved away and/or ate more quickly but did not escalate. No aggression.",Motivated to eat-not stiff/rigid,4,1
Resource_Guarding_P1_TB_relaxed,Resource_Guarding_P1_Touch_Body__c,Resource_Guarding_P1_TB,"Ate at the same pace, looked at tester or hand and/or moved away from bowl.",Remained relaxed,1,1
Resource_Guarding_P1_TBseemed_nervous,Resource_Guarding_P1_Touch_Body__c,Resource_Guarding_P1_TB,"Crouched posture, tail down/tucked. Might have watched people in room while eating. Might have flinched, turned to look at hand or stopped eating when touched. No guarding behavior.",Ate but seemed nervous,3,1
Resource_Guarding_P1_TB_rigid_no_escal,Resource_Guarding_P1_Touch_Body__c,Resource_Guarding_P1_TB,"Gave hard stare, froze, hunkered down over bowl, body blocked, and/or ate more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
Resource_Guarding_P1_TB_Stopped_eating,Resource_Guarding_P1_Touch_Body__c,Resource_Guarding_P1_TB,"Shrank away from the bowl or Assess-a-Hand, was extremely frightened (tucked tail, flinched, yelped/cried, urinated and/or tried to run away).",Stopped eating-fearful,5,2
Resource_Guarding_P1_TB_rigid_bit,Resource_Guarding_P1_Touch_Body__c,Resource_Guarding_P1_TB,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid�bit,8,3
Resource_Guarding_P1_TB_rigid_threatened,Resource_Guarding_P1_Touch_Body__c,Resource_Guarding_P1_TB,"Lifted lip or growled, may have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
Resource_Guarding_P1_TB_Not_interested,Resource_Guarding_P1_Touch_Body__c,Resource_Guarding_P1_TB,Dog wasn't afraid but did not eat. [Re-evaluate],Not interested,10,4
Resource_Guarding_P1_TB_Too_fearful,Resource_Guarding_P1_Touch_Body__c,Resource_Guarding_P1_TB,Dog was afraid in general and did not eat. [Re-evaluate],Too fearful,9,4
ResourceGuardingP2__relaxed,Resource_Guarding_P2_Push_Face__c,Resource_Guarding_P2_PF,"Chewed at the same pace, looked at tester or hand and/or moved away from chew.",Remained relaxed,1,1
ResourceGuardingP2__seemed_nervous,Resource_Guarding_P2_Push_Face__c,Resource_Guarding_P2_PF,"Crouched posture, tail down/tucked. Might have watched people in room while chewing. Might have flinched, turned to look at hand or stopped chewing when touched. No guarding behavior.",Chewed but seemed nervous,3,1
ResourceGuardingP2_Left_bowl,Resource_Guarding_P2_Push_Face__c,Resource_Guarding_P2_PF,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left chew to interact with tester,2,1
ResourceGuardingP2_Motivated_to_eat,Resource_Guarding_P2_Push_Face__c,Resource_Guarding_P2_PF,"Pushed against Assess-a-Hand, hunkered over chew, body blocked. picked up chew and moved away and/or chewed more quickly but did not escalate. No aggression.",Motivated to chew-not stiff/rigid,4,1
ResourceGuardingP2_rigidno_escalation,Resource_Guarding_P2_Push_Face__c,Resource_Guarding_P2_PF,"Gave hard stare fri hunkered down over chew, body blocked, and/or chewed more quickly but did not escalate when pushed.",Became stiff rigid—no escalation,6,2
ResourceGuardingP2_Stopped_eating,Resource_Guarding_P2_Push_Face__c,Resource_Guarding_P2_PF,"Shrank away from the chew or Assess-a-Hand. Exhibited moderate to extreme fear tucked tail, trembled, flinched, yelped/cried, urinated and/or tried to run away).",Stopped chewing-fearful,5,2
ResourceGuardingP2_rigidthreatened,Resource_Guarding_P2_Push_Face__c,Resource_Guarding_P2_PF,"Lifted lip or growled. May have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
ResourceGuardingP2_rigid—bit,Resource_Guarding_P2_Push_Face__c,Resource_Guarding_P2_PF,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid-bit,8,3
ResourceGuardingP2_Not_interested,Resource_Guarding_P2_Push_Face__c,Resource_Guarding_P2_PF,Dog wasn’t afraid but did not chew. [Re-evaluate],Not interested,10,4
ResourceGuardingP2_Too_fearful,Resource_Guarding_P2_Push_Face__c,Resource_Guarding_P2_PF,Dog was afraid in general and did not chew. [Re-evaluate],Too fearful,9,4
Resource_Guarding_P1_TF_Left_bowl,Resource_Guarding_P1_Touch_Face__c,Resource_Guarding_P1_TF,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left bowl to interact with tester,2,1
Resource_Guarding_P1_TF_Motivated_to_eat,Resource_Guarding_P1_Touch_Face__c,Resource_Guarding_P1_TF,"Resisted being pushed out of bowl, hunkered over it, body blocked, picked it up and moved away and/or ate more quickly but did not escalate. No aggression.",Motivated to eat-not stiff/rigid,4,1
Resource_Guarding_P1_TF_relaxed,Resource_Guarding_P1_Touch_Face__c,Resource_Guarding_P1_TF,"Ate at the same pace, looked at tester or hand and/or moved away from bowl.",Remained relaxed,1,1
Resource_Guarding_P1_TF_seemed_nervous,Resource_Guarding_P1_Touch_Face__c,Resource_Guarding_P1_TF,"Crouched posture, tail down/tucked. Might have watched people in room while eating. Might have flinched, turned to look at hand or stopped eating when touched. No guarding behavior.",Ate but seemed nervous,3,1
Resource_Guarding_P1_TF_rigid_no_escal,Resource_Guarding_P1_Touch_Face__c,Resource_Guarding_P1_TF,"Gave hard stare, froze, hunkered down over bowl, body blocked, and/or ate more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
Resource_Guarding_P1_TF_Stopped_eating,Resource_Guarding_P1_Touch_Face__c,Resource_Guarding_P1_TF,"Shrank away from the bowl or Assess-a-Hand, was extremely frightened (tucked tail, flinched, yelped/cried, urinated and/or tried to run away).",Stopped eating-fearful,5,2
Resource_Guarding_P1_TF_rigid_bit,Resource_Guarding_P1_Touch_Face__c,Resource_Guarding_P1_TF,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid-bit,8,3
Resource_Guarding_P1_TF_rigid_threatened,Resource_Guarding_P1_Touch_Face__c,Resource_Guarding_P1_TF,"Lifted lip or growled, may have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
Resource_Guarding_P1_TF_Not_interested,Resource_Guarding_P1_Touch_Face__c,Resource_Guarding_P1_TF,Dog wasn't afraid but did not eat. [Re-evaluate],Not interested,10,4
Resource_Guarding_P1_TF_Too_fearful,Resource_Guarding_P1_Touch_Face__c,Resource_Guarding_P1_TF,Dog was afraid in general and did not eat. [Re-evaluate],Too fearful,9,4
Resource_Guarding_P1_TN_Left_bowl,Resource_Guarding_P1_Touch_Neck__c,Resource_Guarding_P1_TN,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left bowl to interact with tester,2,1
Resource_Guarding_P1_TN_Motivated_to_eat,Resource_Guarding_P1_Touch_Neck__c,Resource_Guarding_P1_TN,"Resisted being pushed out of bowl, hunkered over it, body blocked, picked it up and moved away and/or ate more quickly but did not escalate. No aggression.",Motivated to eat-not stiff/rigid,4,1
Resource_Guarding_P1_TN_relaxed,Resource_Guarding_P1_Touch_Neck__c,Resource_Guarding_P1_TN,"Ate at the same pace, looked at tester or hand and/or moved away from bowl.",Remained relaxed,1,1
Resource_Guarding_P1_TNseemed_nervous,Resource_Guarding_P1_Touch_Neck__c,Resource_Guarding_P1_TN,"Crouched posture, tail down/tucked. Might have watched people in room while eating. Might have flinched, turned to look at hand or stopped eating when touched. No guarding behavior.",Ate but seemed nervous,3,1
Resource_Guarding_P1_TN_rigid_no_escal,Resource_Guarding_P1_Touch_Neck__c,Resource_Guarding_P1_TN,"Gave hard stare, froze, hunkered down over bowl, body blocked, and/or ate more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
Resource_Guarding_P1_TN_Stopped_eating,Resource_Guarding_P1_Touch_Neck__c,Resource_Guarding_P1_TN,"Shrank away from the bowl or Assess-a-Hand, was extremely frightened (tucked tail, flinched, yelped/cried, urinated and/or tried to run away).",Stopped eating-fearful,5,2
Resource_Guarding_P1_TN_rigid_bit,Resource_Guarding_P1_Touch_Neck__c,Resource_Guarding_P1_TN,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid-bit,8,3
Resource_Guarding_P1_TN_rigid_threatened,Resource_Guarding_P1_Touch_Neck__c,Resource_Guarding_P1_TN,"Lifted lip or growled, may have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
Resource_Guarding_P1_TN_Not_interested,Resource_Guarding_P1_Touch_Neck__c,Resource_Guarding_P1_TN,Dog wasn't afraid but did not eat. [Re-evaluate],Not interested,10,4
Resource_Guarding_P1_TN_Too_fearful,Resource_Guarding_P1_Touch_Neck__c,Resource_Guarding_P1_TN,Dog was afraid in general and did not eat. [Re-evaluate],Too fearful,9,4
ResourceGuardingP2TB__relaxed,Resource_Guarding_P2_Touch_Body__c,Resource_Guarding_P2_TB,"Chewed at the same pace, looked at tester or hand and/or moved away from chew.",Remained relaxed,1,1
ResourceGuardingP2TB__seemed_nervous,Resource_Guarding_P2_Touch_Body__c,Resource_Guarding_P2_TB,"Crouched posture, tail down/tucked. Might have watched people in room while chewing. Might have flinched, turned to look at hand or stopped chewing when touched. No guarding behavior.",Chewed but seemed nervous,3,1
ResourceGuardingP2TB_Left_bowl,Resource_Guarding_P2_Touch_Body__c,Resource_Guarding_P2_TB,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left chew to interact with tester,2,1
ResourceGuardingP2TB_Motivated_to_eat,Resource_Guarding_P2_Touch_Body__c,Resource_Guarding_P2_TB,"Pushed against Assess-a-Hand, hunkered over chew, body blocked. picked up chew and moved away and/or chewed more quickly but did not escalate. No aggression.",Motivated to chew-not stiff/rigid,4,1
ResourceGuardingP2TB_rigidno_escalation,Resource_Guarding_P2_Touch_Body__c,Resource_Guarding_P2_TB,"Gave hard stare fri hunkered down over chew, body blocked, and/or chewed more quickly but did not escalate when pushed.",Became stiff rigid—no escalation,6,2
ResourceGuardingP2TB_Stopped_eating,Resource_Guarding_P2_Touch_Body__c,Resource_Guarding_P2_TB,"Shrank away from the chew or Assess-a-Hand. Exhibited moderate to extreme fear tucked tail, trembled, flinched, yelped/cried, urinated and/or tried to run away).",Stopped chewing-fearful,5,2
ResourceGuardingP2TB_rigidthreatened,Resource_Guarding_P2_Touch_Body__c,Resource_Guarding_P2_TB,"Lifted lip or growled. May have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
ResourceGuardingP2TB_rigid—bit,Resource_Guarding_P2_Touch_Body__c,Resource_Guarding_P2_TB,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid-bit,8,3
ResourceGuardingP2TB_Not_interested,Resource_Guarding_P2_Touch_Body__c,Resource_Guarding_P2_TB,Dog wasn’t afraid but did not chew. [Re-evaluate],Not interested,10,4
ResourceGuardingP2TB_Too_fearful,Resource_Guarding_P2_Touch_Body__c,Resource_Guarding_P2_TB,Dog was afraid in general and did not chew. [Re-evaluate],Too fearful,9,4
ResourceGuardingP2TN__relaxed,Resource_Guarding_P2_Touch_Neck__c,Resource_Guarding_P2_TN,"Chewed at the same pace, looked at tester or hand and/or moved away from chew.",Remained relaxed,1,1
